grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
0.09298121966642015,1.0107134580612183,1.0295962265559604,0.996708611647288,0.9954626560211182,1.0032555609941483,0.9888440370559692,0.9870195048195975,0.989439884821574,0.9866217970848083,0.9907725900411606,175.92434532821724,256,0,0.021869447082281113,0.042576724397284646,0.007268728377918402,0.008840860333293676,0.012482992722652853
3.5908017692999237,0.8694344729185105,0.9530740337712428,0.8555572901428089,0.8355428408641671,0.8356319478771176,0.8533981341123577,0.9129651996554157,0.8492583102846052,0.8277635970693504,0.825073044892633,175.99415157491626,25856,100,0.01603633971652017,0.04010883392100887,0.006298980747966764,0.0077792432032575045,0.01055890248653669
9.723821779566332,0.19072701390832653,0.4229193943799459,0.11879154735271862,0.10588454280612089,0.10504023153867041,0.1852306530252099,0.40474127619968675,0.11791817665378337,0.10489890691550335,0.10369831871418715,176.4594841134849,51456,200,0.005496359489043243,0.0181781182989273,0.0008733706609553682,0.0009856361011923642,0.0013419126516895483
6.922838080740608,0.09305009366944425,0.2743680656047322,0.039894397138136924,0.030755440662964484,0.0312577708771747,0.08869444450363513,0.2576306891872292,0.03959897899823677,0.03046778865861299,0.030859571409398698,176.9488533792961,77056,300,0.0043556486195302615,0.01673737663699576,0.0002954181431370697,0.0002876520974778342,0.0003981994263366341
7.118779914016908,0.07196684122085566,0.2165610623071713,0.029503823372234138,0.02274380734444685,0.02281231304532604,0.0667514825612307,0.19596841379024987,0.029284724700835898,0.022532588512408597,0.022522097310345403,177.35290739165637,102656,400,0.005215359907451785,0.020592648142083135,0.00021909865819880238,0.00021121884415023875,0.0002902157501758715
6.877679194593484,0.0749833155237138,0.22751567261032413,0.023085321417672156,0.01801055175309885,0.017093636529895633,0.06542614733800292,0.19229731618592102,0.022913232264739312,0.017843757754195454,0.016875980351959557,177.7110160623043,128256,500,0.009557167691382358,0.03521835602179089,0.00017208913723708395,0.00016679399620212737,0.0002176561995914202
5.921833579099388,0.05860182356089355,0.1852234961457387,0.02089858325570825,0.01641455939025582,0.015548055692107285,0.051936208270490176,0.15848293381120376,0.020741489080712217,0.016261605783960856,0.015349356593692487,178.02016172492722,153856,600,0.0066656155252712785,0.02674056307189136,0.0001570941507379758,0.0001529536477077394,0.00019869907980720123
6.224108187713958,0.06856150415726009,0.22572015603642195,0.019529535284265907,0.014944857949710864,0.014478606782971387,0.058905688859522354,0.18749129531050235,0.019382826298475226,0.014806441164980052,0.014293712633753968,178.2895451543089,179456,700,0.009655814294237636,0.03822886074732433,0.00014670898324402524,0.00013841679560801343,0.0001848941516187991
5.461511097425039,0.055553774246945964,0.17402886161417278,0.01685847454250625,0.014011800576824985,0.01310843358007861,0.04993090592324733,0.15251629525653979,0.016731531656837637,0.013881860293201655,0.012942024662474835,178.51207803989348,205056,800,0.005622868386635673,0.021512566443909305,0.00012694289353290392,0.00012994027953433293,0.00016640893611639178
5.690745712491245,0.056405703704804196,0.17923770539638914,0.016962364477598534,0.01372317427697226,0.013310982743505296,0.0511011172644794,0.1587286500344731,0.016834496188105327,0.01359558052169026,0.013141837934546973,178.76112298065286,230656,900,0.005304585780759227,0.02050905479219545,0.00012786830820379468,0.00012759376832981327,0.0001691447901621137
5.2586291993900485,0.05010376293212173,0.16027271029192436,0.014087539655203077,0.011721460212953373,0.011360547192349217,0.04505901593714952,0.14084013886932353,0.013981027501581117,0.01161251915991306,0.011215411730740359,179.05869914649094,256256,1000,0.005044746495623259,0.019432571517273872,0.00010651213875655613,0.00010894106643536358,0.00014513543397204763
4.647946467280524,0.03306761611253024,0.10776970255927132,0.010613543520884687,0.009008786229201525,0.008321119276084884,0.030610708515159787,0.09788044838631994,0.010532724967134404,0.00892523904071297,0.008215094402446525,179.21967534256365,281856,1100,0.0024569077055639358,0.009889254019960594,8.081854349507671e-05,8.354718477085583e-05,0.00010602488156077087
5.352462230448713,0.04614347864873706,0.14454104309683916,0.01286836725875832,0.010865445460689703,0.010570011376912276,0.04076806829310955,0.12425918143306808,0.012770935934473326,0.010764717955113795,0.010436221478348566,179.36720139031053,307456,1200,0.005375410209016988,0.020281861683340806,9.743133256316171e-05,0.00010072753045746476,0.00013378992447881012
4.639315094515899,0.044165568724274615,0.14234192331585319,0.011531374911379042,0.009057245081714762,0.00860418388441301,0.03918992183636872,0.12343367315498621,0.011444334070247838,0.008973122229523019,0.008494802254206471,179.53848888712042,333056,1300,0.004975646761595276,0.018908249750721702,8.704083770133749e-05,8.412283539223377e-05,0.0001093816305788706
4.817386974697905,0.05369602240622049,0.18177221599271107,0.013245451031252752,0.011751855598722995,0.010336679144815506,0.04788602045737205,0.15854873818592832,0.013145511348160327,0.011642778558815106,0.01020545433668789,179.77977424370428,358656,1400,0.005810001383433698,0.02322347847255491,9.993969448866365e-05,0.00010907703867718396,0.00013122481257324918
4.347375042457759,0.041758514489047216,0.1437014685182081,0.010813996132376236,0.00877814534243805,0.00828369005472484,0.03464311297051607,0.11451942131779376,0.01073217037195477,0.008696498616826625,0.008178799721769986,180.02962760526356,384256,1500,0.007115401679184287,0.029182047223951936,8.182576570149362e-05,8.164673406786378e-05,0.00010489034991080281
4.091002567272038,0.03676367281936111,0.12363833119547891,0.010817682113440917,0.008583518601017451,0.008036199648870592,0.032407422401011,0.10583708246810462,0.010735571584898011,0.008503858787415181,0.007934712006792948,180.18227735558858,409856,1600,0.004356250771234047,0.01780124915066272,8.211051360471407e-05,7.965982677893026e-05,0.0001014876354695825
3.843716573683094,0.02685411438345909,0.08250603098780503,0.008566280752684006,0.00678372967652745,0.006399189159413703,0.023965028082020598,0.07159129910332222,0.008501308720629167,0.006721171857519213,0.006318116934004794,180.3168305668568,435456,1700,0.0028890860829051245,0.010914731859268684,6.497203178370455e-05,6.255781747923553e-05,8.107222149827146e-05
3.2419185193004822,0.02954400310758502,0.10445616301765898,0.008696917094775542,0.007199899823695103,0.00690044735769826,0.026039983648806803,0.08923756972954477,0.008630729044905352,0.007132611845586139,0.006812251915513298,180.44986766230684,461056,1800,0.003504019154825071,0.015218593273490143,6.618806052279157e-05,6.728798376765688e-05,8.819543890932385e-05
4.1601090840965655,0.04024238655809312,0.13976541399446007,0.00957146409530842,0.008189177331514669,0.007103726120154641,0.033988090590573845,0.11427417143589118,0.009499198186198536,0.008113484259694803,0.007014115140116067,180.5805804173605,486656,1900,0.00625429619682109,0.02549124190493787,7.226588126973523e-05,7.569308102029028e-05,8.961098152126002e-05
3.858979019224544,0.03961610486730933,0.1302760383824549,0.008102280080493053,0.006574779259545503,0.005900241461223422,0.03223296453710646,0.10264982749127446,0.008040456997696328,0.00651353567624332,0.005825911604156007,180.7249716116074,512256,2000,0.007383139876692436,0.027626210506486438,6.182306413696396e-05,6.124358168324077e-05,7.432986470132215e-05
3.586328825596735,0.03682656906079499,0.1232409694990545,0.010565213394293633,0.008973126429844451,0.007788310940514965,0.032790421242825676,0.10686902304938456,0.010485461626488415,0.00888980499021417,0.007689014501095542,180.88383304669784,537856,2100,0.004036148020932157,0.016371947079422883,7.975175947471951e-05,8.332145265682817e-05,9.929643686361494e-05
4.103169211574465,0.03054408782627433,0.09859869067517482,0.009249467358775205,0.008042993453485015,0.007568920203829872,0.027118630567565576,0.08494847005660104,0.00917926960214821,0.007968226296700616,0.007472240825170627,181.03897293527575,563456,2200,0.00342545725965465,0.013650220978239315,7.019773951078562e-05,7.476716675175121e-05,9.667937233106215e-05
3.2392922451518062,0.027684095147997134,0.09773635688485655,0.007331022914377953,0.005911344509559926,0.005934591381379445,0.02565960021689535,0.08925188900133424,0.007275559923417467,0.005856783869290717,0.005859548270409178,181.18204139188504,589056,2300,0.0020244952663415455,0.008484467808436378,5.5462989802302036e-05,5.456063847725865e-05,7.504310314187806e-05
3.149377995991637,0.026038023545406744,0.08228250541483867,0.007139238188433985,0.005795174344645891,0.005423870786489527,0.023751974720507857,0.07370678575559876,0.007084999069412162,0.005741446896059133,0.005354651262636142,181.30749149276554,614656,2400,0.002286048942041816,0.008575719750397986,5.4239125412353205e-05,5.372744197548957e-05,6.921952466182197e-05
3.530045674861446,0.03482103794347495,0.12623057062217966,0.008803203842210722,0.007419548085864707,0.006988415135772991,0.029135680203326037,0.10160101088338594,0.00873636419823733,0.007350481231480117,0.00689969744416885,181.4387262887008,640256,2500,0.005685357333131833,0.024629559089354897,6.683965447649497e-05,6.90668649597851e-05,8.871769692692006e-05
3.765348693474571,0.034574008481577045,0.10822401899236085,0.010191446318115567,0.008059719349981585,0.008065568329135915,0.030970996185205886,0.0945824776710638,0.010113798905370135,0.007985389359029281,0.007963453985145424,181.64600111252574,665856,2600,0.0036030130573271877,0.01364154101796403,7.764742940707943e-05,7.432999518641731e-05,0.00010211433056445627
3.5087985371397665,0.030270022894255823,0.09790613399172787,0.008357922633568072,0.006601942255754037,0.006119815117180944,0.02733993126079439,0.08665655252480049,0.008294150680639715,0.006541038952121994,0.006041897521495365,181.9334034079278,691456,2700,0.002930091644011555,0.011249581660578654,6.377196193833004e-05,6.090330094538065e-05,7.791758825896066e-05
2.876579465878229,0.02502065662294626,0.08271575129557651,0.006873324646993171,0.00516413019747587,0.004876634145141331,0.021835529804229738,0.07023789815739571,0.006820677449558301,0.005115861834677179,0.004814597686045298,182.0713058876603,717056,2800,0.0031851270426705015,0.012477852825119793,5.2647200113374784e-05,4.826835898831205e-05,6.203645847465974e-05
3.0822060680016192,0.027093846090137964,0.09574066580025366,0.006279552404652122,0.005026143776898057,0.00481752391802702,0.021734066614881163,0.07361960259562451,0.006231401067846736,0.004979196750447738,0.004756318166630337,182.18644742658321,742656,2900,0.005359779747850548,0.02212106292172548,4.815132508092743e-05,4.694702562802806e-05,6.120574721753591e-05
